"state","county","precinct","rep","dem","other"
"Georgia","Colquitt","Autreyville",746,202,8
"Georgia","Colquitt","Bridgecreek",795,99,2
"Georgia","Colquitt","Crosland",137,51,0
"Georgia","Colquitt","Doerun",294,140,3
"Georgia","Colquitt","Funston",613,107,10
"Georgia","Colquitt","Hamilton",512,55,4
"Georgia","Colquitt","Hartsfield",291,27,2
"Georgia","Colquitt","Hopewell",971,187,14
"Georgia","Colquitt","Lee",558,108,3
"Georgia","Colquitt","Millcreek",281,27,2
"Georgia","Colquitt","Monk",888,170,6
"Georgia","Colquitt","Murphy",676,96,6
"Georgia","Colquitt","Norman Park",1226,372,15
"Georgia","Colquitt","Robinson",480,93,3
"Georgia","Colquitt","Thigpen",159,17,0
"Georgia","Colquitt","Tyty",328,31,3
"Georgia","Colquitt","Warrior",594,84,1
"Georgia","Columbia","Kiokee Baptist Church",1782,295,23
"Georgia","Columbia","Lewis Methodist Church",1721,1116,57
"Georgia","Columbia","Woodlawn Baptist Church",726,275,11
"Georgia","Columbia","Patriots Park",1834,1148,71
"Georgia","Columbia","New Life Church",1433,1692,85
"Georgia","Columbia","Harlem Branch Library",1405,460,28
"Georgia","Columbia","Harlem Senior Center",827,540,24
"Georgia","Columbia","Second Mt Moriah Baptist Church",623,159,17
"Georgia","Columbia","Bessie Thomas Center",531,88,10
"Georgia","Columbia","Philadelphia Church",935,739,55
"Georgia","Columbia","Liberty Park-Grovetown",1064,1149,39
"Georgia","Columbia","Grovetown Methodist Church",607,1051,28
"Georgia","Columbia","G A Apostolic Church",737,471,21
"Georgia","Columbia","Grovetown Public Safety Station 2",1021,1423,63
"Georgia","Columbia","Grove First Baptist Church",782,1163,35
"Georgia","Columbia","Eubank-Blanchard Center",947,277,11
"Georgia","Columbia","Second Mt Carmel Baptist Church",268,284,4
"Georgia","Columbia","Damascus Baptist Church",720,99,5
"Georgia","Columbia","Col Cty Bd of Edu",1068,570,16
"Georgia","Columbia","Greenbrier High",1871,793,46
"Georgia","Columbia","Parkway Baptist Church",2324,1269,60
"Georgia","Columbia","Riverview Church",683,378,17
"Georgia","Columbia","Grace Baptist Church",1526,1171,50
"Georgia","Columbia","Christ Sanctified",1268,570,31
"Georgia","Columbia","Blanchard Park",796,596,19
"Georgia","Columbia","Belair Baptist Church",1109,677,36
"Georgia","Columbia","Marvin Methodist",832,532,27
"Georgia","Columbia","Westside Baptist Church",855,346,17
"Georgia","Columbia","Trinity Baptist Church",1483,573,28
"Georgia","Columbia","Abilene Baptist",963,464,17
"Georgia","Columbia","Augusta Christian",1003,605,24
"Georgia","Columbia","Savannah Rapids Pavilion",998,380,12
"Georgia","Columbia","Gospel Water Branch",1012,654,18
"Georgia","Columbia","Genesis Church",937,478,22
"Georgia","Columbia","Stevens Creek Church",1543,736,25
"Georgia","Columbia","Mtz Col Fire Hdqtr",507,321,19
"Georgia","Columbia","Lakeside Middle",825,512,35
"Georgia","Columbia","Martinez Baptist",767,528,28
"Georgia","Columbia","Gold Cross EMS",1007,378,19
"Georgia","Columbia","Church of Our Savior",984,649,25
"Georgia","Columbia","West Acres Baptist",1232,570,20
"Georgia","Columbia","Journey Comm Church",808,238,15
"Georgia","Columbia","Wesley Methodist",1304,578,29
"Georgia","Columbia","Col Cty Main Library",1003,559,14
"Georgia","Columbia","Christ Church Presbyterian",1138,499,28
"Georgia","Columbia","Blue Ridge Elementary",1018,618,31
"Georgia","Columbia","Christ The King Luth Church",1186,565,15
"Georgia","Cook","Cecil",637,514,15
"Georgia","Cook","Delle Beamguard",1249,404,19
"Georgia","Cook","Elm Pine",17,260,5
"Georgia","Cook","Lenox",702,180,8
"Georgia","Cook","Massee",521,119,5
"Georgia","Cook","New Life Baptist Church",761,113,11
"Georgia","Cook","Riverbend",799,127,7
"Georgia","Cook","Sparks",214,342,6
"Georgia","Coweta","Senoia",3423,1183,62
"Georgia","Coweta","Moreland",1768,420,21
"Georgia","Coweta","Pine Road",1276,263,16
"Georgia","Coweta","Dresden",513,119,8
"Georgia","Coweta","Newnan",846,1317,25
"Georgia","Coweta","Sharpsburg",2795,713,52
"Georgia","Coweta","Fischer Road",2423,951,46
"Georgia","Coweta","Cedar Creek",3258,1025,51
"Georgia","Coweta","Grantville",1219,524,25
"Georgia","Coweta","Haralson",1465,322,26
"Georgia","Coweta","Welcome",1849,494,32
"Georgia","Coweta","Panther Creek",1644,516,25
"Georgia","Coweta","Raymond",1524,394,15
"Georgia","Coweta","Turin",2807,764,50
"Georgia","Coweta","Smokey Road",949,769,20
"Georgia","Coweta","Central",868,1559,44
"Georgia","Coweta","Newnan Centre",8479,6428,227
"Georgia","Coweta","Greentop",1227,795,29
"Georgia","Coweta","Expo Center",1028,478,26
"Georgia","Coweta","White Oak",2379,1086,70
"Georgia","Coweta","Madras",2282,1225,53
"Georgia","Coweta","Cannongate",2188,689,58
"Georgia","Coweta","Westside",189,343,7
"Georgia","Coweta","Northside",1119,602,34
"Georgia","Coweta","Thomas Crossroads",2945,904,49
"Georgia","Coweta","Coweta Central Library",1038,327,17
"Georgia","Crawford","District 1A",190,138,2
"Georgia","Crawford","District 1B",308,411,3
"Georgia","Crawford","District 2",691,535,14
"Georgia","Crawford","District 3",1043,184,16
"Georgia","Crawford","District 4",1125,161,11
"Georgia","Crawford","District 5",1071,186,13
"Georgia","Crisp","Arabi",459,112,1
"Georgia","Crisp","Coney",624,88,3
"Georgia","Crisp","Cordele",2488,2649,56
"Georgia","Crisp","Jamestown",832,108,3
"Georgia","Crisp","Listonia",584,29,3
"Georgia","Dade","South Dade",533,121,8
"Georgia","Dade","New Salem",729,198,11
"Georgia","Dade","Davis",1216,108,15
"Georgia","Dade","New Home",414,60,6
"Georgia","Dade","West Brow",629,191,20
"Georgia","Dade","Trenton",1599,300,29
"Georgia","Dade","North Dade",946,283,18
"Georgia","Dawson","West",1634,504,24
"Georgia","Dawson","Central",6203,849,80
"Georgia","Dawson","East",5561,1133,93
"Georgia","Decatur","Mt Pleasant",392,55,1
"Georgia","Decatur","Recovery",388,115,1
"Georgia","Decatur","Kendrick",315,98,0
"Georgia","Decatur","Climax",558,200,5
"Georgia","Decatur","Brinson",492,122,5
"Georgia","Decatur","West Bainbridge",797,695,11
"Georgia","Decatur","Bainbridge-Coliseum",2345,1601,37
"Georgia","Decatur","BDGE-Fairgrounds",1009,1099,20
"Georgia","Decatur","Attapulgus",462,795,9
"Georgia","DeKalb","Allgood Elem",201,1718,12
"Georgia","DeKalb","Ashford Park Elem",890,1075,39
"Georgia","DeKalb","Austin",1104,1077,31
"Georgia","DeKalb","Avondale",538,1970,41
"Georgia","DeKalb","Austin Drive",97,1280,21
"Georgia","DeKalb","Ashford Dunwoody Rd",987,1469,37
"Georgia","DeKalb","Ashford Parkside",1048,1715,33
"Georgia","DeKalb","Avondale High",278,2197,37
"Georgia","DeKalb","Boulevard",256,3341,44
"Georgia","DeKalb","Briar Vista Elem",447,1784,33
"Georgia","DeKalb","Briarlake Elem",476,994,24
"Georgia","DeKalb","Briarwood",615,1160,30
"Georgia","DeKalb","Brockett Elem",549,1387,28
"Georgia","DeKalb","Briarcliff",745,1573,30
"Georgia","DeKalb","Brockett",565,1360,30
"Georgia","DeKalb","Brookhaven",1112,1631,50
"Georgia","DeKalb","Browns Mill Elem",107,2659,17
"Georgia","DeKalb","Bouldercrest Road",57,1289,8
"Georgia","DeKalb","Bethune Middle",138,2697,17
"Georgia","DeKalb","Burgess Elem",180,2432,24
"Georgia","DeKalb","Columbia Drive",61,1279,10
"Georgia","DeKalb","Canby Lane Elem",64,1190,14
"Georgia","DeKalb","Columbia Elem",28,730,7
"Georgia","DeKalb","Cedar Grove Elem",96,2532,34
"Georgia","DeKalb","Chamblee",495,1124,33
"Georgia","DeKalb","Candler-Murphey Candler Elem",181,2316,17
"Georgia","DeKalb","Chapel Hill Elem",79,2161,20
"Georgia","DeKalb","Chesnut Elem",420,1262,16
"Georgia","DeKalb","Clairemont West",363,2404,28
"Georgia","DeKalb","Clairmont Road",455,1918,20
"Georgia","DeKalb","Clarkston",195,1750,25
"Georgia","DeKalb","Clifton",48,1000,7
"Georgia","DeKalb","Columbia Middle",57,1102,5
"Georgia","DeKalb","Coan Recreation Center",236,2680,47
"Georgia","DeKalb","Cross Keys High",479,1107,41
"Georgia","DeKalb","Crossroads",91,1738,16
"Georgia","DeKalb","Candler",136,1843,21
"Georgia","DeKalb","Cedar Grove Middle",51,884,5
"Georgia","DeKalb","Cedar Grove South",105,2586,29
"Georgia","DeKalb","Covington Hwy",12,220,4
"Georgia","DeKalb","Covington",143,1157,25
"Georgia","DeKalb","Clairemont East",332,2370,36
"Georgia","DeKalb","Coralwood",699,1961,39
"Georgia","DeKalb","Candler Park",300,3123,39
"Georgia","DeKalb","Clarkston Community Center",213,1202,15
"Georgia","DeKalb","Chamblee 2",831,1652,37
"Georgia","DeKalb","Doraville North",473,1398,25
"Georgia","DeKalb","Doraville South",240,589,12
"Georgia","DeKalb","Dresden Elem",866,2466,50
"Georgia","DeKalb","Decatur",137,1480,12
"Georgia","DeKalb","Dunaire Elem",178,1215,11
"Georgia","DeKalb","Dunwoody",705,1497,31
"Georgia","DeKalb","Dunwoody 2",794,936,27
"Georgia","DeKalb","Druid Hills High",285,1431,18
"Georgia","DeKalb","Dunwoody Library",1071,1129,26
"Georgia","DeKalb","East Lake",260,2679,54
"Georgia","DeKalb","Embry Hills",434,917,26
"Georgia","DeKalb","Evansdale Elem",759,1723,40
"Georgia","DeKalb","Emory South",436,2031,42
"Georgia","DeKalb","Emory Road",148,1206,5
"Georgia","DeKalb","Fairington Elem",103,2686,20
"Georgia","DeKalb","Fernbank Elem",340,1523,26
"Georgia","DeKalb","Flat Shoals Elem",45,1276,9
"Georgia","DeKalb","Flat Shoals Parkway",77,2283,20
"Georgia","DeKalb","Flat Rock Elem",95,2098,15
"Georgia","DeKalb","Flat Shoals",56,1300,8
"Georgia","DeKalb","Flakes Mill Fire Station",71,1292,11
"Georgia","DeKalb","Flat Shoals Library",55,1391,16
"Georgia","DeKalb","Freedom Middle",193,1682,13
"Georgia","DeKalb","Glennwood",227,1764,28
"Georgia","DeKalb","Glenhaven",123,999,12
"Georgia","DeKalb","Gresham Road",115,2181,28
"Georgia","DeKalb","Georgetown Sq",893,1939,45
"Georgia","DeKalb","Glenwood Road",101,1121,14
"Georgia","DeKalb","Hambrick Elem",374,1947,22
"Georgia","DeKalb","Hawthorne Elem",624,2034,40
"Georgia","DeKalb","Henderson Mill",687,1671,41
"Georgia","DeKalb","Huntley Hills Elem",595,1819,49
"Georgia","DeKalb","Hugh Howell",516,910,27
"Georgia","DeKalb","Harris-Narvie J Harris Elem",91,2537,26
"Georgia","DeKalb","Harris-Margaret Harris ED",168,896,15
"Georgia","DeKalb","Idlewood Elem",332,1307,13
"Georgia","DeKalb","Indian Creek",215,1005,21
"Georgia","DeKalb","Johnson Estates",269,1122,22
"Georgia","DeKalb","Jolly Elem",427,1753,22
"Georgia","DeKalb","Kelley Lake Elem",78,1627,17
"Georgia","DeKalb","Kingsley Elem",1067,1043,26
"Georgia","DeKalb","Kelley Chapel Road",41,897,5
"Georgia","DeKalb","Knollwood",105,1387,15
"Georgia","DeKalb","Kittredge Elem",734,1079,32
"Georgia","DeKalb","Lakeside High",819,1765,49
"Georgia","DeKalb","Lavista Road",432,1275,22
"Georgia","DeKalb","Lavista",514,1626,26
"Georgia","DeKalb","Lithonia",74,828,15
"Georgia","DeKalb","Lin-Mary Lin Elem",310,2100,33
"Georgia","DeKalb","Lithonia High",80,1954,25
"Georgia","DeKalb","Livsey Elem",391,719,16
"Georgia","DeKalb","Miller-Eldridge L Miller Elem",143,1928,18
"Georgia","DeKalb","McNair High",163,2667,34
"Georgia","DeKalb","Marbut Elem",79,2372,21
"Georgia","DeKalb","McNair",80,1623,20
"Georgia","DeKalb","McLendon",423,2025,43
"Georgia","DeKalb","McWilliams",63,1671,14
"Georgia","DeKalb","Medlock",308,1471,26
"Georgia","DeKalb","Midvale Elem",963,1333,31
"Georgia","DeKalb","Miller Grove",96,2423,17
"Georgia","DeKalb","Montclair Elem",168,1067,13
"Georgia","DeKalb","Montreal",375,1459,20
"Georgia","DeKalb","Meadowview",102,1959,22
"Georgia","DeKalb","Memorial South",150,1346,10
"Georgia","DeKalb","Midway",133,1553,25
"Georgia","DeKalb","McNair Academy",53,1212,14
"Georgia","DeKalb","Mount Vernon East",1108,1124,33
"Georgia","DeKalb","Mathis-Bob Mathis Elem",90,1852,11
"Georgia","DeKalb","Mount Vernon West",802,1084,35
"Georgia","DeKalb","Metropolitan",161,2304,43
"Georgia","DeKalb","Montgomery Elem",783,1256,35
"Georgia","DeKalb","Miller Grove Road",75,1401,11
"Georgia","DeKalb","Midvale Road",210,1060,16
"Georgia","DeKalb","Miller Grove High",70,1700,19
"Georgia","DeKalb","North Decatur",191,1245,16
"Georgia","DeKalb","North Hairston",158,1241,13
"Georgia","DeKalb","Northlake",323,909,28
"Georgia","DeKalb","North Peachtree",345,851,22
"Georgia","DeKalb","Oak Grove Elem",525,1341,24
"Georgia","DeKalb","Oakcliff Elem",377,913,13
"Georgia","DeKalb","Oakhurst",134,1904,34
"Georgia","DeKalb","Oak View Elem",88,2849,15
"Georgia","DeKalb","Peachcrest",121,1218,17
"Georgia","DeKalb","Peachtree Middle",653,1803,25
"Georgia","DeKalb","Princeton Elem",73,1469,5
"Georgia","DeKalb","Pine Lake",49,425,4
"Georgia","DeKalb","Pleasantdale Road",394,2068,42
"Georgia","DeKalb","Ponce de Leon",276,2640,24
"Georgia","DeKalb","Panola",62,927,7
"Georgia","DeKalb","Panola Way Elem",49,1111,15
"Georgia","DeKalb","Piney Grove",62,1042,11
"Georgia","DeKalb","Panola Road",52,1787,11
"Georgia","DeKalb","Rainbow Elem",118,2301,10
"Georgia","DeKalb","Redan Elem",83,1939,9
"Georgia","DeKalb","Rehoboth",424,1028,22
"Georgia","DeKalb","Rockbridge Elem",166,1754,13
"Georgia","DeKalb","Rock Chapel Elem",92,1819,13
"Georgia","DeKalb","Rowland Elem",138,1779,20
"Georgia","DeKalb","Redan-Trotti Library",89,2291,25
"Georgia","DeKalb","Rockbridge Road",144,2714,18
"Georgia","DeKalb","Rowland Road",112,1182,8
"Georgia","DeKalb","Redan Road",93,1615,17
"Georgia","DeKalb","Rock Chapel Road",231,2630,12
"Georgia","DeKalb","Redan Middle",86,1534,17
"Georgia","DeKalb","Sagamore Hills Elem",710,1801,35
"Georgia","DeKalb","Scott",313,1783,36
"Georgia","DeKalb","Shaw-Robert Shaw Elem",171,1647,22
"Georgia","DeKalb","Stone Mountain Elem",384,1185,10
"Georgia","DeKalb","Silver Lake",1522,2173,52
"Georgia","DeKalb","Skyland",650,990,29
"Georgia","DeKalb","Snapfinger Elem",63,1267,10
"Georgia","DeKalb","Smoke Rise",672,1058,22
"Georgia","DeKalb","Stone Mtn Middle",131,1208,20
"Georgia","DeKalb","Stone Mill Elem",133,1445,18
"Georgia","DeKalb","Shadow Rock Elem",156,2853,16
"Georgia","DeKalb","Stoneview Elem",71,904,7
"Georgia","DeKalb","Salem Middle",95,2434,21
"Georgia","DeKalb","Shamrock",299,1029,10
"Georgia","DeKalb","South Deshon",95,2154,15
"Georgia","DeKalb","Stone Mtn Champion",184,1502,23
"Georgia","DeKalb","Stone Mtn",183,801,9
"Georgia","DeKalb","Snapfinger Road N",69,1395,8
"Georgia","DeKalb","Snapfinger Road S",62,1298,13
"Georgia","DeKalb","Stephenson Middle",154,2430,14
"Georgia","DeKalb","South Hairston",106,2063,17
"Georgia","DeKalb","Stephenson High",159,2219,19
"Georgia","DeKalb","Stonecrest Library",102,2283,13
"Georgia","DeKalb","Snapfinger Road",116,3498,16
"Georgia","DeKalb","Terry Mill",96,1777,17
"Georgia","DeKalb","Toney Elem",43,984,6
"Georgia","DeKalb","Tucker Library",987,1750,52
"Georgia","DeKalb","Tilly Mill Road",609,674,15
"Georgia","DeKalb","Tucker",609,1521,22
"Georgia","DeKalb","Valley Brook",152,643,11
"Georgia","DeKalb","Wadsworth",82,1825,15
"Georgia","DeKalb","Wesley Chapel Library",73,2028,13
"Georgia","DeKalb","Woodrow Road",124,1805,15
"Georgia","DeKalb","Winnona Park",162,1518,22
"Georgia","DeKalb","Woodridge Elem",140,2111,19
"Georgia","DeKalb","Warren Tech",248,665,11
"Georgia","DeKalb","Woodward",542,1779,33
"Georgia","DeKalb","White Oak",62,1460,10
"Georgia","DeKalb","Winters Chapel",532,652,19
"Georgia","DeKalb","Wynbrooke Elem",162,2389,11
"Georgia","DeKalb","Young Road",57,1288,16
"Georgia","Dodge","Chauncey",248,58,2
"Georgia","Dodge","Clark",70,3,0
"Georgia","Dodge","Eddin",540,235,1
"Georgia","Dodge","Empire",289,29,5
"Georgia","Dodge","Jaybird",102,46,0
"Georgia","Dodge","Jones",275,45,3
"Georgia","Dodge","Lee",1962,1194,25
"Georgia","Dodge","McCranie",190,39,1
"Georgia","Dodge","Milan",189,41,1
"Georgia","Dodge","Mitchell",220,55,3
"Georgia","Dodge","Mullis",290,75,2
"Georgia","Dodge","Plainfield",299,38,2
"Georgia","Dodge","Pondtown",398,116,2
"Georgia","Dodge","Rawlins",480,163,6
"Georgia","Dodge","Vilula",133,10,1
"Georgia","Dodge","Yonker",158,24,2
"Georgia","Dooly","Lilly",174,179,3
"Georgia","Dooly","Byromville",230,215,3
"Georgia","Dooly","Unadilla",547,532,8
"Georgia","Dooly","Vienna",926,885,17
"Georgia","Dooly","Pinehurst",282,100,4
"Georgia","Dougherty","Palmyra Methodist",804,776,18
"Georgia","Dougherty","Sherwood Elementary",722,1211,23
"Georgia","Dougherty","Covenant Church",655,759,18
"Georgia","Dougherty","Greenbriar Church",1394,1531,18
"Georgia","Dougherty","Westover High School",1020,1433,23
"Georgia","Dougherty","Merry Acres Middle",816,775,21
"Georgia","Dougherty","Darton College",502,2043,18
"Georgia","Dougherty","Westtown Elementary",103,1805,9
"Georgia","Dougherty","2nd Mt Zion Church",549,450,8
"Georgia","Dougherty","Mt Zion Center",49,1762,12
"Georgia","Dougherty","Alice Coachman Elementary",16,494,4
"Georgia","Dougherty","Carver Teen Center",21,623,4
"Georgia","Dougherty","Shiloh Baptist Church",42,663,7
"Georgia","Dougherty","Litman Cathedral",32,656,9
"Georgia","Dougherty","Phoebe Healthworks",125,512,8
"Georgia","Dougherty","Turner Elementary",16,257,1
"Georgia","Dougherty","Jackson Heights Elementary",32,1102,8
"Georgia","Dougherty","Bill Miller Center",117,989,7
"Georgia","Dougherty","Radium Middle School",119,289,5
"Georgia","Dougherty","Putney 1st Baptist Church",856,909,13
"Georgia","Dougherty","International Studies",185,485,2
"Georgia","Dougherty","Phoebe East",183,1223,7
"Georgia","Dougherty","Pine Bluff Baptist Church",457,878,8
"Georgia","Dougherty","Albany Middle School",63,871,4
"Georgia","Dougherty","Christ Church",914,583,6
"Georgia","Dougherty","Lamar Reese Elementary",44,637,7
"Georgia","Dougherty","1st Christian Church",601,471,10
"Georgia","Dougherty","Lovett Hall",12,392,2
"Georgia","Douglas","Mirror Lake Elementary",1969,2571,68
"Georgia","Douglas","Winston",529,743,16
"Georgia","Douglas","Dog River Library",2838,1051,48
"Georgia","Douglas","Atlanta West Pentecostal",253,1889,15
"Georgia","Douglas","Ephesus Baptist Church",2282,754,44
"Georgia","Douglas","Prays Mill Gym",2182,1702,48
"Georgia","Douglas","Turner",1040,1466,36
"Georgia","Douglas","First Baptist Lithia Springs",581,679,32
"Georgia","Douglas","Lithia Springs High School",674,3331,38
"Georgia","Douglas","Deer Lick",749,1107,16
"Georgia","Douglas","Golden Methodist Church",497,2960,35
"Georgia","Douglas","Old Courthouse",1014,2249,46
"Georgia","Douglas","Beulah Baptist Church",1131,1197,24
"Georgia","Douglas","Stewart",279,1699,16
"Georgia","Douglas","Arbor Station",579,1336,29
"Georgia","Douglas","Bright Star",1008,802,29
"Georgia","Douglas","Dorsett Shoals",1342,1116,42
"Georgia","Douglas","Chapel Hill",767,2098,31
"Georgia","Douglas","Church At Chapel Hill",1370,3250,45
"Georgia","Douglas","Chestnut Log",677,2065,38
"Georgia","Douglas","St Julians Episcopal",751,749,24
"Georgia","Douglas","Lutheran Church-GS",928,1853,31
"Georgia","Douglas","First Baptist Douglasville",729,1143,20
"Georgia","Douglas","Factory Shoals",770,2347,31
"Georgia","Douglas","Boundary Waters",384,2496,28
"Georgia","Early","Arlington",294,369,3
"Georgia","Early","Blakely",833,1452,14
"Georgia","Early","Cedar Springs",641,191,1
"Georgia","Early","Cuba",535,316,7
"Georgia","Early","Urquhart",419,109,3
"Georgia","Echols","Statenville",1256,167,18
"Georgia","Effingham","1A",1168,317,12
"Georgia","Effingham","1B",1753,350,27
"Georgia","Effingham","1C",782,210,23
"Georgia","Effingham","1D",1230,202,20
"Georgia","Effingham","2A",1723,510,56
"Georgia","Effingham","2B",1522,549,35
"Georgia","Effingham","2C",2418,931,47
"Georgia","Effingham","3A",840,184,8
"Georgia","Effingham","3B",722,414,16
"Georgia","Effingham","3C",1109,334,17
"Georgia","Effingham","3D",1606,608,30
"Georgia","Effingham","4A",1933,596,56
"Georgia","Effingham","4B",847,419,9
"Georgia","Effingham","4C",1602,313,47
"Georgia","Effingham","5A",1551,445,32
"Georgia","Effingham","5B",1707,970,36
"Georgia","Effingham","5C",845,368,21
"Georgia","Elbert","Elberton",1326,1263,22
"Georgia","Elbert","Longstreet",347,122,3
"Georgia","Elbert","Eliam",469,144,3
"Georgia","Elbert","Petersburg",247,55,0
"Georgia","Elbert","Wyche",630,237,2
"Georgia","Elbert","Moss-Ruckersville",271,83,1
"Georgia","Elbert","Pike",756,441,11
"Georgia","Elbert","Gaines",371,55,9
"Georgia","Elbert","Goshen",962,248,5
"Georgia","Elbert","Webbsboro",243,77,5
"Georgia","Elbert","Centerville",604,154,5
"Georgia","Emanuel","Oak Park",456,34,3
"Georgia","Emanuel","Cross-Green",65,117,3
"Georgia","Emanuel","Swainsboro",2790,1786,28
"Georgia","Emanuel","Summertown",287,86,0
"Georgia","Emanuel","Stillmore",270,128,3
"Georgia","Emanuel","Blundale",549,29,3
"Georgia","Emanuel","Canoochee",399,101,4
"Georgia","Emanuel","Garfield",294,77,6
"Georgia","Emanuel","Nunez",222,52,4
"Georgia","Emanuel","Twin City",730,400,9
"Georgia","Emanuel","Adrian",489,74,3
"Georgia","Evans","Veterans Community Center",2888,1324,35
"Georgia","Fannin","Colwell",711,150,4
"Georgia","Fannin","Fairplay",726,169,13
"Georgia","Fannin","Flinthill",1824,299,14
"Georgia","Fannin","Hemptown",791,181,12
"Georgia","Fannin","Hothouse",784,169,5
"Georgia","Fannin","Mineral Bluff",1168,212,11
"Georgia","Fannin","Mobile",711,124,4
"Georgia","Fannin","Morganton",1265,267,10
"Georgia","Fannin","Noontootla",524,138,1
"Georgia","Fannin","Skeniah",211,59,0
"Georgia","Fannin","Sugar Creek",1450,332,16
"Georgia","Fannin","Toccoa",2004,471,20
"Georgia","Fayette","Blackrock",563,1403,12
"Georgia","Fayette","Brooks",1667,326,19
"Georgia","Fayette","Europe",308,2111,26
"Georgia","Fayette","Fayetteville East",530,862,24
"Georgia","Fayette","Fayetteville West",653,928,24
"Georgia","Fayette","Flint",448,782,20
"Georgia","Fayette","Hopeful",597,1030,19
"Georgia","Fayette","Morning Creek",836,1362,20
"Georgia","Fayette","Rareover",1527,824,48
"Georgia","Fayette","Sandy Creek",1321,2235,38
"Georgia","Fayette","Shakerag East",770,470,20
"Georgia","Fayette","Shakerag West",633,416,21
"Georgia","Fayette","Starrsmill",1709,620,32
"Georgia","Fayette","Whitewater",1811,967,40
"Georgia","Fayette","Woolsey",1408,445,15
"Georgia","Fayette","McIntosh",1617,1005,28
"Georgia","Fayette","Oak Grove",634,410,17
"Georgia","Fayette","Kedron",1989,1728,65
"Georgia","Fayette","Aberdeen",883,485,19
"Georgia","Fayette","Windgate",495,280,33
"Georgia","Fayette","Flat Creek",873,617,33
"Georgia","Fayette","Braelinn",1110,384,21
"Georgia","Fayette","Kenwood",149,602,10
"Georgia","Fayette","Banks",544,603,12
"Georgia","Fayette","Harps Crossing",715,437,15
"Georgia","Fayette","Willow Pond",1129,1143,31
"Georgia","Fayette","Dogwood",1503,952,31
"Georgia","Fayette","Oak Ridge",612,991,13
"Georgia","Fayette","Jeff Davis",608,1212,10
"Georgia","Fayette","Murphy",1067,1212,30
"Georgia","Fayette","Fielding Ridge",1675,1102,46
"Georgia","Fayette","Willowbend",966,554,27
"Georgia","Fayette","Camp Creek",1020,485,23
"Georgia","Fayette","Rising Star",2271,1052,46
"Georgia","Fayette","Spring Hill",956,1348,21
"Georgia","Fayette","Antioch",778,554,24
"Georgia","Floyd","Alto Park",1614,623,29
"Georgia","Floyd","Armuchee",751,142,5
"Georgia","Floyd","Barkers",1380,210,15
"Georgia","Floyd","Cave Spring",856,227,15
"Georgia","Floyd","Chulio",683,130,7
"Georgia","Floyd","Etowah",2630,686,36
"Georgia","Floyd","Everett Springs",269,55,2
"Georgia","Floyd","Floyd Springs",1130,138,18
"Georgia","Floyd","Fosters Mill",607,75,10
"Georgia","Floyd","Garden Lakes",992,428,12
"Georgia","Floyd","Glenwood",1736,522,33
"Georgia","Floyd","Howell",942,109,6
"Georgia","Floyd","East Lindale",1614,504,37
"Georgia","Floyd","Mt Alto North",1660,1405,48
"Georgia","Floyd","Mt Alto South",1357,1063,34
"Georgia","Floyd","North Carolina",946,202,8
"Georgia","Floyd","Riverside",394,130,9
"Georgia","Floyd","East Rome",1185,1144,46
"Georgia","Floyd","North Rome",967,922,21
"Georgia","Floyd","South Rome",185,572,12
"Georgia","Floyd","Texas Valley",524,86,6
"Georgia","Floyd","Vanns Valley",412,102,4
"Georgia","Floyd","Watters",1978,369,25
"Georgia","Floyd","West Lindale",1394,360,22
"Georgia","Floyd","Town Rome",914,768,36
"Georgia","Forsyth","01 Big Creek",5095,3871,126
"Georgia","Forsyth","02 Brandywine",1404,1820,59
"Georgia","Forsyth","03 Browns Bridge",6123,1850,147
"Georgia","Forsyth","04 Chestatee",4154,889,96
"Georgia","Forsyth","05 Coal Mountain",4346,1577,111
"Georgia","Forsyth","06 Crossroads",3981,1082,91
"Georgia","Forsyth","07 Cumming",2989,1332,79
"Georgia","Forsyth","08 Mashburn",4633,1949,128
"Georgia","Forsyth","10 Midway",6381,3141,145
"Georgia","Forsyth","15 Heardsville",4801,1499,91
"Georgia","Forsyth","16 Otwell",3520,1270,82
"Georgia","Forsyth","19 Old Atlanta",1811,1169,29
"Georgia","Forsyth","21 South Forsyth",4434,2297,73
"Georgia","Forsyth","25 Windermere",4599,3233,89
"Georgia","Forsyth","27 Concord",5939,1741,136
"Georgia","Forsyth","29 Polo",5441,3281,119
"Georgia","Forsyth","34 Fowler",2227,1648,57
"Georgia","Forsyth","35 Johns Creek",3539,3167,80
"Georgia","Forsyth","36 Nichols",3306,2379,97
"Georgia","Forsyth","37 Sawnee",6399,3008,145
"Georgia","Franklin","Carnesville",1570,193,13
"Georgia","Franklin","West Franklin",1052,128,11
"Georgia","Franklin","Northeast Franklin",1750,325,14
"Georgia","Franklin","Lavonia",1199,382,15
"Georgia","Franklin","Canon",805,110,10
"Georgia","Franklin","Royston",1130,282,19
"Georgia","Franklin","Southwest Franklin",1563,173,21
"Georgia","Fulton","01A",247,2579,25
"Georgia","Fulton","01B",301,2984,42
"Georgia","Fulton","01C",49,717,13
"Georgia","Fulton","01D",34,435,3
"Georgia","Fulton","01E",287,2435,37
"Georgia","Fulton","01F",34,481,6
"Georgia","Fulton","01G",87,1159,17
"Georgia","Fulton","01H",16,405,4
"Georgia","Fulton","01I",1,0,0
"Georgia","Fulton","01J",72,1287,18
