"state","county","precinct","rep","dem","other"
"Georgia","Fulton","01P",28,603,7
"Georgia","Fulton","01R",37,468,12
"Georgia","Fulton","01S",56,928,10
"Georgia","Fulton","01T",67,808,11
"Georgia","Fulton","02A",666,2975,54
"Georgia","Fulton","02A1",88,354,8
"Georgia","Fulton","02B",168,1242,21
"Georgia","Fulton","02C",138,1175,11
"Georgia","Fulton","02D",478,3200,46
"Georgia","Fulton","02E",143,1463,16
"Georgia","Fulton","02F1",280,2092,37
"Georgia","Fulton","02F2",65,432,7
"Georgia","Fulton","02G",349,2523,44
"Georgia","Fulton","02J",163,1412,33
"Georgia","Fulton","02K",135,924,14
"Georgia","Fulton","02L1",668,3440,60
"Georgia","Fulton","02L1A",115,724,8
"Georgia","Fulton","02L2",222,1314,10
"Georgia","Fulton","02S",43,450,9
"Georgia","Fulton","02W",104,544,7
"Georgia","Fulton","03A",41,777,7
"Georgia","Fulton","03B",16,213,3
"Georgia","Fulton","03C",27,728,11
"Georgia","Fulton","03D",29,433,1
"Georgia","Fulton","03E",71,1024,15
"Georgia","Fulton","03F",242,1253,8
"Georgia","Fulton","03G",14,272,3
"Georgia","Fulton","03H",33,388,2
"Georgia","Fulton","03I",89,559,16
"Georgia","Fulton","03L",16,206,2
"Georgia","Fulton","03M",88,455,10
"Georgia","Fulton","03N",48,870,15
"Georgia","Fulton","03P1A",313,2118,40
"Georgia","Fulton","03P2",0,7,0
"Georgia","Fulton","03S",20,408,0
"Georgia","Fulton","03T",44,781,11
"Georgia","Fulton","04A",20,580,9
"Georgia","Fulton","04B",33,758,7
"Georgia","Fulton","04C",1,51,0
"Georgia","Fulton","04D",33,812,12
"Georgia","Fulton","04F",114,1145,16
"Georgia","Fulton","04G",19,388,4
"Georgia","Fulton","04I",71,769,9
"Georgia","Fulton","04J",9,183,4
"Georgia","Fulton","04K",67,1273,12
"Georgia","Fulton","04L",60,929,6
"Georgia","Fulton","04M",15,328,3
"Georgia","Fulton","04S",48,1198,14
"Georgia","Fulton","04T",40,643,7
"Georgia","Fulton","04V",69,1288,14
"Georgia","Fulton","04W",2,225,1
"Georgia","Fulton","04X1",61,1035,5
"Georgia","Fulton","04X2",30,380,10
"Georgia","Fulton","05A1",208,1973,31
"Georgia","Fulton","05A2",217,2185,26
"Georgia","Fulton","05B",68,1055,8
"Georgia","Fulton","05C",5,38,1
"Georgia","Fulton","05D",6,85,2
"Georgia","Fulton","05F",13,130,0
"Georgia","Fulton","05J",48,422,12
"Georgia","Fulton","05K",119,1097,22
"Georgia","Fulton","06B",224,1231,15
"Georgia","Fulton","06D",897,4397,60
"Georgia","Fulton","06D1",299,1178,17
"Georgia","Fulton","06D2",108,380,10
"Georgia","Fulton","06E",269,1337,22
"Georgia","Fulton","06F",306,1726,34
"Georgia","Fulton","06G",65,355,9
"Georgia","Fulton","06I",329,2142,44
"Georgia","Fulton","06J",329,1894,30
"Georgia","Fulton","06L1",162,628,10
"Georgia","Fulton","06L2",159,410,9
"Georgia","Fulton","06N",351,808,21
"Georgia","Fulton","06Q",22,324,2
"Georgia","Fulton","06R",261,1092,13
"Georgia","Fulton","07A",2030,3341,66
"Georgia","Fulton","07B",1280,1154,29
"Georgia","Fulton","07C",1266,1945,26
"Georgia","Fulton","07D",1211,2020,38
"Georgia","Fulton","07E",510,1192,22
"Georgia","Fulton","07F",1054,1790,35
"Georgia","Fulton","07H",621,1025,12
"Georgia","Fulton","07J",707,1537,28
"Georgia","Fulton","07M",452,1039,20
"Georgia","Fulton","07N",228,1081,15
"Georgia","Fulton","08A",1070,1306,26
"Georgia","Fulton","08B",1298,1444,48
"Georgia","Fulton","08C",691,506,5
"Georgia","Fulton","08D",517,363,9
"Georgia","Fulton","08E",1079,1085,21
"Georgia","Fulton","08F1",956,891,21
"Georgia","Fulton","08G",737,1265,31
"Georgia","Fulton","08H",971,1099,12
"Georgia","Fulton","08J",955,1630,47
"Georgia","Fulton","08K",247,570,19
"Georgia","Fulton","08L",914,2310,71
"Georgia","Fulton","08M",942,839,21
"Georgia","Fulton","08N1",318,338,15
"Georgia","Fulton","08N2",452,756,11
"Georgia","Fulton","08P",186,946,17
"Georgia","Fulton","09A",595,2098,63
"Georgia","Fulton","09B",7,175,2
"Georgia","Fulton","09C",67,1601,21
"Georgia","Fulton","09D",48,949,9
"Georgia","Fulton","09E",123,1514,21
"Georgia","Fulton","09F",1029,1917,41
"Georgia","Fulton","09G",538,2228,52
"Georgia","Fulton","09H",75,624,14
"Georgia","Fulton","09I",35,563,7
"Georgia","Fulton","09K",87,1598,27
"Georgia","Fulton","09K1",32,453,4
"Georgia","Fulton","09M",279,1591,34
"Georgia","Fulton","10A",72,1724,14
"Georgia","Fulton","10B",96,2592,19
"Georgia","Fulton","10C",52,1153,11
"Georgia","Fulton","10D",121,2117,24
"Georgia","Fulton","10E",31,569,2
"Georgia","Fulton","10F",31,638,8
"Georgia","Fulton","10G",38,844,6
"Georgia","Fulton","10H1",8,269,4
"Georgia","Fulton","10H2",50,1083,6
"Georgia","Fulton","10I",10,264,0
"Georgia","Fulton","10J",24,479,6
"Georgia","Fulton","10K",47,972,13
"Georgia","Fulton","10M",70,1531,21
"Georgia","Fulton","10P",31,720,4
"Georgia","Fulton","10R",22,385,5
"Georgia","Fulton","11B",77,2557,11
"Georgia","Fulton","11B1",24,392,1
"Georgia","Fulton","11C",53,2095,16
"Georgia","Fulton","11E1",37,688,5
"Georgia","Fulton","11E2",24,581,3
"Georgia","Fulton","11E3",64,1988,13
"Georgia","Fulton","11G",51,957,8
"Georgia","Fulton","11H",26,372,5
"Georgia","Fulton","11J",36,1068,10
"Georgia","Fulton","11K",53,1158,13
"Georgia","Fulton","11M",31,1037,2
"Georgia","Fulton","11M1",39,733,10
"Georgia","Fulton","11N",70,1440,12
"Georgia","Fulton","11P",39,1088,8
"Georgia","Fulton","11R",37,809,8
"Georgia","Fulton","12A",179,2663,36
"Georgia","Fulton","12A1",20,371,11
"Georgia","Fulton","12D",30,586,9
"Georgia","Fulton","12E1",64,671,3
"Georgia","Fulton","12F",29,496,6
"Georgia","Fulton","12G",25,431,0
"Georgia","Fulton","12H1",32,346,6
"Georgia","Fulton","12H2",43,1389,11
"Georgia","Fulton","12I",22,491,6
"Georgia","Fulton","12J",78,1327,15
"Georgia","Fulton","12K",105,1512,24
"Georgia","Fulton","12L",18,268,1
"Georgia","Fulton","12M",69,1312,16
"Georgia","Fulton","12N",18,402,5
"Georgia","Fulton","12S",40,996,9
"Georgia","Fulton","AP01A",1864,2195,50
"Georgia","Fulton","AP01B",400,486,21
"Georgia","Fulton","AP01C",879,978,37
"Georgia","Fulton","AP01D",278,392,19
"Georgia","Fulton","AP021",1266,1291,38
"Georgia","Fulton","AP022",778,1000,18
"Georgia","Fulton","AP02B",203,280,6
"Georgia","Fulton","AP03",101,325,4
"Georgia","Fulton","AP04A",764,658,30
"Georgia","Fulton","AP04B",205,193,5
"Georgia","Fulton","AP05",1857,1927,38
"Georgia","Fulton","AP06",888,694,20
"Georgia","Fulton","AP07A",1370,1464,37
"Georgia","Fulton","AP07B",755,768,11
"Georgia","Fulton","AP09A",1508,1933,45
"Georgia","Fulton","AP09B",238,453,15
"Georgia","Fulton","AP10",476,343,14
"Georgia","Fulton","AP12A",185,320,6
"Georgia","Fulton","AP12B",201,406,9
"Georgia","Fulton","AP12C",955,792,14
"Georgia","Fulton","AP14",1161,1419,36
"Georgia","Fulton","CH01",61,150,4
"Georgia","Fulton","CH02",151,96,3
"Georgia","Fulton","CH03",208,98,3
"Georgia","Fulton","CH04A",321,345,7
"Georgia","Fulton","CH05",240,90,3
"Georgia","Fulton","CP011",143,610,18
"Georgia","Fulton","CP012",143,786,14
"Georgia","Fulton","CP01B",64,188,6
"Georgia","Fulton","CP02",80,586,13
"Georgia","Fulton","CP04A",2,2,0
"Georgia","Fulton","CP04B",3,16,0
"Georgia","Fulton","CP051",43,921,7
"Georgia","Fulton","CP05B",5,72,0
"Georgia","Fulton","CP06A",14,214,6
"Georgia","Fulton","CP07B",1,3,0
"Georgia","Fulton","CP07C",1,71,1
"Georgia","Fulton","CP07D",11,225,5
"Georgia","Fulton","CP07E",1,41,0
"Georgia","Fulton","CP07F",3,61,0
"Georgia","Fulton","CP081",7,106,1
"Georgia","Fulton","CP083",0,36,1
"Georgia","Fulton","CP084",0,0,0
"Georgia","Fulton","CP08A",6,177,1
"Georgia","Fulton","EP01A",168,1462,20
"Georgia","Fulton","EP01B",146,1591,18
"Georgia","Fulton","EP02A",70,1042,2
"Georgia","Fulton","EP02B",154,982,13
"Georgia","Fulton","EP02C",48,261,5
"Georgia","Fulton","EP02D",12,233,1
"Georgia","Fulton","EP02E",52,697,14
"Georgia","Fulton","EP03A",178,2674,24
"Georgia","Fulton","EP03B",61,1020,7
"Georgia","Fulton","EP04A",104,2550,21
"Georgia","Fulton","EP04B",57,1490,8
"Georgia","Fulton","EP04C",16,441,1
"Georgia","Fulton","FA01A",300,2223,18
"Georgia","Fulton","FA01B",345,3087,23
"Georgia","Fulton","FA01C",32,445,9
"Georgia","Fulton","FA01D",16,159,1
"Georgia","Fulton","FC01",10,175,1
"Georgia","Fulton","FC02",14,46,0
"Georgia","Fulton","FC03",1,16,0
"Georgia","Fulton","HP01",556,1622,26
"Georgia","Fulton","JC01",1197,2238,27
"Georgia","Fulton","JC01A",376,664,4
"Georgia","Fulton","JC02",897,1306,17
"Georgia","Fulton","JC03A",198,283,5
"Georgia","Fulton","JC03B",445,777,21
"Georgia","Fulton","JC04A",1070,1522,20
"Georgia","Fulton","JC04B",80,149,1
"Georgia","Fulton","JC04C",361,596,21
"Georgia","Fulton","JC05",700,1054,29
"Georgia","Fulton","JC06",967,1094,23
"Georgia","Fulton","JC07",1403,2145,38
"Georgia","Fulton","JC08",1013,1267,28
"Georgia","Fulton","JC09",947,1426,31
"Georgia","Fulton","JC10",725,1246,27
"Georgia","Fulton","JC11",1364,1314,33
"Georgia","Fulton","JC12",1328,907,26
"Georgia","Fulton","JC13A",1067,768,13
"Georgia","Fulton","JC13B",156,76,3
"Georgia","Fulton","JC14",1040,1042,21
"Georgia","Fulton","JC15",266,430,10
"Georgia","Fulton","JC16",976,1108,27
"Georgia","Fulton","JC18",1151,1146,34
"Georgia","Fulton","JC19",1362,1794,59
"Georgia","Fulton","ML01A",1236,1078,38
"Georgia","Fulton","ML01B",346,206,7
"Georgia","Fulton","ML02A",1397,679,28
"Georgia","Fulton","ML02B",960,568,26
"Georgia","Fulton","ML03",1902,1114,35
"Georgia","Fulton","ML03A",146,64,1
"Georgia","Fulton","ML04",1576,1075,29
"Georgia","Fulton","ML05",1794,1869,32
"Georgia","Fulton","ML06A",446,939,18
"Georgia","Fulton","ML06B",774,1431,28
"Georgia","Fulton","ML07A",411,235,9
"Georgia","Fulton","ML07B",841,476,15
"Georgia","Fulton","MP01",180,189,7
"Georgia","Fulton","PA01",411,1393,26
"Georgia","Fulton","RW01",2276,1928,50
"Georgia","Fulton","RW02",1523,1737,70
"Georgia","Fulton","RW03",1347,2038,44
"Georgia","Fulton","RW04",650,883,20
"Georgia","Fulton","RW05",615,1220,28
"Georgia","Fulton","RW06",934,1335,43
"Georgia","Fulton","RW07A",145,754,15
"Georgia","Fulton","RW07B",74,203,9
"Georgia","Fulton","RW08",1008,823,26
"Georgia","Fulton","RW09",2229,1641,52
"Georgia","Fulton","RW09A",802,491,19
"Georgia","Fulton","RW10",1599,1347,55
"Georgia","Fulton","RW11A",900,1154,26
"Georgia","Fulton","RW12",1849,1723,49
"Georgia","Fulton","RW12A",818,724,22
"Georgia","Fulton","RW13",1329,1583,57
"Georgia","Fulton","RW16",856,804,25
"Georgia","Fulton","RW17",765,1351,53
"Georgia","Fulton","RW19",950,801,30
"Georgia","Fulton","RW20",1045,1119,29
"Georgia","Fulton","RW21",1420,1186,41
"Georgia","Fulton","RW22A",1100,2040,50
"Georgia","Fulton","SC01A",3,50,0
"Georgia","Fulton","SC01B",49,1557,7
"Georgia","Fulton","SC01C",60,1599,11
"Georgia","Fulton","SC02",33,1031,5
"Georgia","Fulton","SC04",208,527,7
"Georgia","Fulton","SC05A",16,458,3
"Georgia","Fulton","SC05B",93,2443,16
"Georgia","Fulton","SC05D",80,1829,9
"Georgia","Fulton","SC05E",74,399,3
"Georgia","Fulton","SC07A",365,3028,26
"Georgia","Fulton","SC07C",1,11,1
"Georgia","Fulton","SC07D",48,1060,10
"Georgia","Fulton","SC08B",124,2442,20
"Georgia","Fulton","SC08C",0,71,0
"Georgia","Fulton","SC08D",11,345,5
"Georgia","Fulton","SC08E",17,413,9
"Georgia","Fulton","SC08F",14,420,4
"Georgia","Fulton","SC08G",0,3,0
"Georgia","Fulton","SC08H",0,0,0
"Georgia","Fulton","SC09A",46,943,9
"Georgia","Fulton","SC09B",46,1202,11
"Georgia","Fulton","SC09C",54,998,12
"Georgia","Fulton","SC10",49,768,5
"Georgia","Fulton","SC11A",44,960,5
"Georgia","Fulton","SC11B",51,959,8
"Georgia","Fulton","SC13",115,1904,11
"Georgia","Fulton","SC14A",32,474,6
"Georgia","Fulton","SC15",176,3049,18
"Georgia","Fulton","SC15A",40,1546,3
"Georgia","Fulton","SC16A",108,3600,17
"Georgia","Fulton","SC17A",1,43,0
"Georgia","Fulton","SC17B",1,4,0
"Georgia","Fulton","SC17C",45,732,8
"Georgia","Fulton","SC18A",13,380,3
"Georgia","Fulton","SC18B",24,654,3
"Georgia","Fulton","SC18C",72,1507,5
"Georgia","Fulton","SC19A",7,134,1
"Georgia","Fulton","SC19B",37,786,8
"Georgia","Fulton","SC20",55,1964,14
"Georgia","Fulton","SC211",62,1212,9
"Georgia","Fulton","SC212",176,2537,32
"Georgia","Fulton","SC23A",90,2085,17
"Georgia","Fulton","SC23B",22,334,2
"Georgia","Fulton","SC23C",68,1467,7
"Georgia","Fulton","SC27",62,1342,10
"Georgia","Fulton","SC29A",74,1776,16
"Georgia","Fulton","SC30A",7,114,1
"Georgia","Fulton","SC30B",22,575,6
"Georgia","Fulton","SS01",2038,1807,51
"Georgia","Fulton","SS02A",331,564,20
"Georgia","Fulton","SS02B",231,684,14
"Georgia","Fulton","SS03",473,741,20
"Georgia","Fulton","SS04",895,1799,36
"Georgia","Fulton","SS05",692,864,24
"Georgia","Fulton","SS06",625,776,16
"Georgia","Fulton","SS07A",471,527,8
"Georgia","Fulton","SS07B",195,370,4
"Georgia","Fulton","SS07C",230,299,10
"Georgia","Fulton","SS08A",381,911,26
"Georgia","Fulton","SS08B",252,308,3
"Georgia","Fulton","SS08C",152,345,7
"Georgia","Fulton","SS08D",310,717,16
"Georgia","Fulton","SS09A",1273,1300,34
"Georgia","Fulton","SS09B",1399,1545,25
"Georgia","Fulton","SS11A",936,1785,47
"Georgia","Fulton","SS11B",235,655,10
"Georgia","Fulton","SS11C",33,161,5
"Georgia","Fulton","SS11D",145,172,8
"Georgia","Fulton","SS12",942,1302,20
"Georgia","Fulton","SS13A",653,855,22
"Georgia","Fulton","SS13B",368,541,14
"Georgia","Fulton","SS14",665,500,12
"Georgia","Fulton","SS15A",238,1273,18
"Georgia","Fulton","SS15B",344,756,26
"Georgia","Fulton","SS16",833,905,32
"Georgia","Fulton","SS17",1253,1471,24
"Georgia","Fulton","SS18A",247,297,7
"Georgia","Fulton","SS18B",99,100,1
"Georgia","Fulton","SS19A",494,1530,40
"Georgia","Fulton","SS19B",443,1222,28
"Georgia","Fulton","SS20",449,1059,23
"Georgia","Fulton","SS22",691,1082,19
"Georgia","Fulton","SS26",382,1791,41
"Georgia","Fulton","SS29A",729,1316,25
"Georgia","Fulton","SS31",504,777,18
"Georgia","Fulton","UC01A",120,1859,18
"Georgia","Fulton","UC01B",13,216,2
"Georgia","Fulton","UC01D",0,0,0
"Georgia","Fulton","UC01E",19,374,2
"Georgia","Fulton","UC02A",181,3648,20
"Georgia","Fulton","UC02B",5,15,0
"Georgia","Fulton","UC02C",119,1493,17
"Georgia","Fulton","UC031",265,1223,17
"Georgia","Fulton","UC032",37,230,3
"Georgia","Gilmer","Ellijay South",1763,504,15
"Georgia","Gilmer","Cartecay",1055,170,10
"Georgia","Gilmer","Tails Creek",1036,164,13
"Georgia","Gilmer","Town Creek",726,119,12
"Georgia","Gilmer","Leaches",1748,392,27
"Georgia","Gilmer","Cherry Log",556,171,6
"Georgia","Gilmer","Boardtown",937,221,9
"Georgia","Gilmer","Mountaintown",715,136,9
"Georgia","Gilmer","East Ellijay",1013,227,9
"Georgia","Gilmer","Ellijay North",1050,215,17
"Georgia","Gilmer","Yukon",811,138,7
"Georgia","Gilmer","Big Creek",917,205,16
"Georgia","Gilmer","Ellijay Northeast",1102,270,14
"Georgia","Glascock","Edgehill",109,11,0
"Georgia","Glascock","Gibson",442,58,5
"Georgia","Glascock","Mill",554,38,2
"Georgia","Glascock","Mitchell",298,48,1
"Georgia","Glynn","Sterling Elementary",2280,736,21
"Georgia","Glynn","Brookman",1725,665,24
"Georgia","Glynn","Satilla Marshes",1427,615,30
"Georgia","Glynn","Blythe Island Baptist",1462,334,17
"Georgia","Glynn","Christian Renewal",2089,967,22
"Georgia","Glynn","Hampton River",1665,697,26
"Georgia","Glynn","St William Catholic Church",2399,1122,42
"Georgia","Glynn","First Baptist",2312,1090,38
"Georgia","Glynn","Jekyll Island",343,277,4
"Georgia","Glynn","Sterling Church of God",1725,835,27
"Georgia","Glynn","SE Baptist Bldg",908,382,20
"Georgia","Glynn","Career Academy",1412,579,39
"Georgia","Glynn","C B Greer School",1530,725,29
"Georgia","Glynn","Ballard",1289,694,29
"Georgia","Glynn","Northside Baptist",787,1193,30
"Georgia","Glynn","The Chapel",688,943,12
"Georgia","Glynn","College Place UMC",553,857,18
"Georgia","Glynn","Howard Coffin Park",639,1160,32
"Georgia","Glynn","Urbana-Perry Parks",189,1543,25
"Georgia","Glynn","Selden Park",194,465,4
"Georgia","Gordon","Sugar Valley",891,116,5
"Georgia","Gordon","Plainville",1118,197,11
"Georgia","Gordon","Sonoraville",3246,497,38
"Georgia","Gordon","Pine Chapel",644,84,7
"Georgia","Gordon","Oostanaula",403,93,3
"Georgia","Gordon","Oakman",790,116,4
"Georgia","Gordon","Gordon County",3227,769,25
"Georgia","Gordon","Calhoun City",4233,1702,89
"Georgia","Gordon","Lily Pond",1097,203,11
"Georgia","Gordon","Fairmount",1215,148,17
"Georgia","Gordon","Red Bud",1703,332,21
"Georgia","Gordon","Resaca",838,127,13
"Georgia","Grady","Blowing Cave",513,104,2
"Georgia","Grady","Cairo 4th District",298,1269,7
"Georgia","Grady","Cairo 5th District",985,740,9
"Georgia","Grady","Duncanville",242,119,1
"Georgia","Grady","Higdon",418,201,4
"Georgia","Grady","Limesink",196,46,1
"Georgia","Grady","Midway",764,230,7
"Georgia","Grady","Pine Park",464,212,5
"Georgia","Grady","Ragan",261,103,1
"Georgia","Grady","Spence",473,62,3
"Georgia","Grady","Spring Hill",374,54,4
"Georgia","Grady","Whigham",640,195,3
"Georgia","Grady","Woodland",1406,284,7
"Georgia","Greene","Greensboro",1287,1501,28
"Georgia","Greene","Union Point",614,673,9
"Georgia","Greene","Siloam",338,368,2
"Georgia","Greene","White Plains",140,125,2
"Georgia","Greene","Old Salem",4689,1421,50
"Georgia","Gwinnett","HARBINS A",2405,2782,80
"Georgia","Gwinnett","ROCKBRIDGE A",539,2202,26
"Georgia","Gwinnett","DACULA",1391,1976,50
"Georgia","Gwinnett","SUWANEE A",549,680,26
"Georgia","Gwinnett","BAYCREEK A",1062,1041,36
"Georgia","Gwinnett","GOODWINS A",1101,1622,36
"Georgia","Gwinnett","DULUTH A",1479,2301,68
"Georgia","Gwinnett","DUNCANS A",2326,1435,39
"Georgia","Gwinnett","PUCKETTS A",2851,1562,81
"Georgia","Gwinnett","CATES A",949,762,36
"Georgia","Gwinnett","BERKSHIRE A",529,1033,16
"Georgia","Gwinnett","BERKSHIRE B",1008,2589,42
"Georgia","Gwinnett","DUNCANS C",1570,891,40
"Georgia","Gwinnett","GARNERS A",1321,1396,51
"Georgia","Gwinnett","LAWRENCEVILLE A",941,1313,25
"Georgia","Gwinnett","LAWRENCEVILLE B",1056,2428,30
"Georgia","Gwinnett","MARTINS A",516,1521,19
"Georgia","Gwinnett","MARTINS B",654,1301,18
"Georgia","Gwinnett","MARTINS C",682,1092,26
"Georgia","Gwinnett","PINCKNEYVILLE A",362,1283,12
"Georgia","Gwinnett","PINCKNEYVILLE B",532,1447,17
"Georgia","Gwinnett","PINCKNEYVILLE C",741,889,19
"Georgia","Gwinnett","PINCKNEYVILLE D",327,935,15
"Georgia","Gwinnett","SUGAR HILL A",1598,1389,47
"Georgia","Gwinnett","SUGAR HILL B",2087,1854,74
"Georgia","Gwinnett","HOG MOUNTAIN A",1326,2110,51
"Georgia","Gwinnett","HOG MOUNTAIN B",1883,1622,36
"Georgia","Gwinnett","ROCKYCREEK A",2277,2139,66
"Georgia","Gwinnett","CATES B",639,531,25
"Georgia","Gwinnett","CATES C",671,1398,29
"Georgia","Gwinnett","HOG MOUNTAIN D",1192,1058,31
"Georgia","Gwinnett","BERKSHIRE D",895,1293,49
"Georgia","Gwinnett","BERKSHIRE E",789,767,24
"Georgia","Gwinnett","BERKSHIRE F",564,873,28
"Georgia","Gwinnett","CATES D",1167,1637,30
"Georgia","Gwinnett","CATES E",1041,1287,45
"Georgia","Gwinnett","PINCKNEYVILLE E",277,1017,20
"Georgia","Gwinnett","PINCKNEYVILLE F",452,1065,27
"Georgia","Gwinnett","DUNCANS D",3387,2054,68
"Georgia","Gwinnett","PINCKNEYVILLE H",1485,1980,42
"Georgia","Gwinnett","BAYCREEK B",1179,2998,46
"Georgia","Gwinnett","LAWRENCEVILLE C",1174,982,42
"Georgia","Gwinnett","MARTINS D",342,1023,9
"Georgia","Gwinnett","ROCKBRIDGE B",642,2082,25
"Georgia","Gwinnett","GARNERS B",742,1549,16
"Georgia","Gwinnett","CATES F",750,652,18
"Georgia","Gwinnett","CATES G",1209,1133,25
"Georgia","Gwinnett","DULUTH B",1145,1312,32
"Georgia","Gwinnett","GARNERS C",560,855,25
"Georgia","Gwinnett","PINCKNEYVILLE I",434,1154,20
"Georgia","Gwinnett","PINCKNEYVILLE J",265,1200,15
"Georgia","Gwinnett","BERKSHIRE G",876,1008,31
"Georgia","Gwinnett","CATES H",710,1779,22
"Georgia","Gwinnett","SUGAR HILL C",2225,1595,69
"Georgia","Gwinnett","SUGAR HILL D",1796,1439,61
"Georgia","Gwinnett","DULUTH C",680,887,31
"Georgia","Gwinnett","DULUTH D",1204,2076,39
"Georgia","Gwinnett","PINCKNEYVILLE K",489,1694,23
"Georgia","Gwinnett","PINCKNEYVILLE N",383,1922,37
"Georgia","Gwinnett","LAWRENCEVILLE D",621,2101,37
"Georgia","Gwinnett","LAWRENCEVILLE E",793,860,19
"Georgia","Gwinnett","PINCKNEYVILLE L",1089,898,38
"Georgia","Gwinnett","PINCKNEYVILLE M",1265,950,37
"Georgia","Gwinnett","GARNERS D",537,1807,30
"Georgia","Gwinnett","BERKSHIRE H",447,768,10
"Georgia","Gwinnett","PINCKNEYVILLE O",480,1461,26
"Georgia","Gwinnett","PUCKETTS E",1754,2112,42
"Georgia","Gwinnett","CATES I",1123,1606,41
"Georgia","Gwinnett","CATES J",953,1592,42
"Georgia","Gwinnett","GOODWINS B",1478,1443,59
"Georgia","Gwinnett","LAWRENCEVILLE F",681,2077,34
"Georgia","Gwinnett","MARTINS E",474,2766,41
"Georgia","Gwinnett","PINCKNEYVILLE P",649,972,26
"Georgia","Gwinnett","PINCKNEYVILLE Q",192,939,10
"Georgia","Gwinnett","ROCKBRIDGE C",664,3055,28
"Georgia","Gwinnett","ROCKBRIDGE D",648,2008,30
"Georgia","Gwinnett","GOODWINS C",1217,2609,43
"Georgia","Gwinnett","BAYCREEK K",1166,1697,41
"Georgia","Gwinnett","CATES K",970,1138,26
"Georgia","Gwinnett","BAYCREEK C",1710,3086,53
"Georgia","Gwinnett","CATES L",1126,1840,43
"Georgia","Gwinnett","DULUTH E",965,2372,42
"Georgia","Gwinnett","GOODWINS D",1355,1658,52
"Georgia","Gwinnett","LAWRENCEVILLE G",563,1457,20
"Georgia","Gwinnett","LAWRENCEVILLE H",1429,1692,52
"Georgia","Gwinnett","MARTINS F",421,1076,18
"Georgia","Gwinnett","PINCKNEYVILLE S",751,1418,37
"Georgia","Gwinnett","ROCKBRIDGE E",620,2311,40
"Georgia","Gwinnett","SUGAR HILL E",1373,1238,52
"Georgia","Gwinnett","LAWRENCEVILLE I",774,1368,41
"Georgia","Gwinnett","BAYCREEK D",1481,1922,52
"Georgia","Gwinnett","BERKSHIRE J",990,1150,22
"Georgia","Gwinnett","CATES M",1533,1647,46
"Georgia","Gwinnett","CATES N",1128,831,31
"Georgia","Gwinnett","DULUTH F",868,2872,47
"Georgia","Gwinnett","DULUTH G",1137,1146,43
"Georgia","Gwinnett","GOODWINS E",1682,2190,73
"Georgia","Gwinnett","GOODWINS F",877,1325,37
"Georgia","Gwinnett","PINCKNEYVILLE T",802,1257,45
"Georgia","Gwinnett","SUWANEE B",1725,1818,59
"Georgia","Gwinnett","PINCKNEYVILLE U",528,955,12
"Georgia","Gwinnett","PUCKETTS B",1391,957,23
"Georgia","Gwinnett","BERKSHIRE L",551,1514,37
"Georgia","Gwinnett","ROCKBRIDGE F",747,3370,25
"Georgia","Gwinnett","SUGAR HILL F",1568,1379,53
"Georgia","Gwinnett","SUWANEE C",1859,2190,55
"Georgia","Gwinnett","CATES O",521,589,9
"Georgia","Gwinnett","BAYCREEK E",839,1425,28
"Georgia","Gwinnett","BERKSHIRE M",671,734,17
"Georgia","Gwinnett","MARTINS G",437,1065,23
"Georgia","Gwinnett","DULUTH H",894,1167,37
"Georgia","Gwinnett","BERKSHIRE N",1169,1275,33
"Georgia","Gwinnett","PINCKNEYVILLE V",420,665,19
"Georgia","Gwinnett","PINCKNEYVILLE W",1069,1711,54
"Georgia","Gwinnett","MARTINS H",1171,2161,35
"Georgia","Gwinnett","MARTINS I",766,1719,31
"Georgia","Gwinnett","MARTINS J",514,1948,28
"Georgia","Gwinnett","GARNERS F",604,746,18
"Georgia","Gwinnett","BERKSHIRE O",984,963,23
"Georgia","Gwinnett","BERKSHIRE P",321,561,17
"Georgia","Gwinnett","PINCKNEYVILLE X",1130,1509,35
"Georgia","Gwinnett","ROCKBRIDGE G",712,3251,35
"Georgia","Gwinnett","PINCKNEYVILLE Y",371,1393,13
"Georgia","Gwinnett","GOODWINS G",502,1231,23
"Georgia","Gwinnett","PINCKNEYVILLE Z",873,722,28
"Georgia","Gwinnett","PINCKNEYVILLE A1",1228,1041,36
"Georgia","Gwinnett","LAWRENCEVILLE J",467,1054,14
"Georgia","Gwinnett","GOODWINS H",850,1143,36
"Georgia","Gwinnett","DUNCANS B",2641,1560,73
"Georgia","Gwinnett","SUWANEE D",2150,1627,53
"Georgia","Gwinnett","SUWANEE E",1832,1541,50
"Georgia","Gwinnett","LAWRENCEVILLE K",1139,1327,39
"Georgia","Gwinnett","HARBINS B",1919,1533,42
"Georgia","Gwinnett","BAYCREEK F",1003,2353,56
"Georgia","Gwinnett","PUCKETTS C",1383,1014,28
"Georgia","Gwinnett","HOG MOUNTAIN C",1566,1442,48
"Georgia","Gwinnett","ROCKYCREEK B",1911,1758,71
"Georgia","Gwinnett","DULUTH I",1825,1986,22
"Georgia","Gwinnett","MARTINS K",892,2690,35
"Georgia","Gwinnett","SUWANEE H",1876,1203,44
"Georgia","Gwinnett","SUGAR HILL G",1316,891,32
"Georgia","Gwinnett","SUWANEE F",1375,1550,41
"Georgia","Gwinnett","LAWRENCEVILLE L",1258,2201,34
